716	116	64	30
716	117	61	28
722	118	61	28
730	119	62	28
737	120	62	28
744	121	63	29
751	122	64	29
758	123	64	29
765	125	65	29
772	126	65	30
779	127	66	30
786	128	67	30
718	127	63	29
718	127	63	29
718	128	63	29
718	129	63	29
718	130	63	29
719	131	63	29
719	132	64	29
719	133	64	29
719	134	64	29
719	135	64	29
720	136	64	29
722	124	62	29
722	124	62	29
722	124	62	29
722	125	62	29
723	125	62	29
723	125	62	29
723	125	62	29
724	125	62	29
724	125	62	29
724	125	62	29
724	125	62	29
724	119	62	29
724	119	62	29
724	118	61	29
724	118	61	29
725	118	61	29
725	118	61	29
725	117	61	29
725	117	61	29
725	117	61	29
726	117	61	29
726	116	61	29
717	96	63	29
717	95	62	29
716	94	63	29
716	92	63	29
716	91	63	29
716	90	63	29
715	88	63	29
715	87	63	29
715	85	63	29
714	84	63	29
714	83	63	29
695	81	63	29
694	79	63	29
693	78	63	29
691	76	63	29
690	75	63	29
689	73	63	29
687	72	63	29
686	70	63	29
685	69	63	29
683	68	63	29
682	66	63	29
688	88	65	30
686	86	65	30
685	86	65	30
684	86	65	30
683	86	65	30
682	85	65	30
681	85	65	30
680	85	65	30
679	85	65	30
678	85	65	30
677	84	66	30
693	99	62	29
692	98	62	29
691	99	62	29
691	100	61	28
691	100	61	28
691	101	61	28
691	101	61	28
691	102	61	28
691	103	61	28
691	103	61	28
691	104	61	28
696	110	62	29
695	110	61	28
696	111	61	28
696	112	61	28
696	113	61	28
696	114	61	28
696	115	61	28
697	115	61	28
697	116	61	28
697	117	61	28
697	118	61	28
701	108	62	29
701	108	61	28
701	109	61	28
701	109	61	28
702	109	61	28
702	109	61	28
703	110	61	28
703	110	61	28
703	110	61	28
704	110	61	28
704	111	61	28
708	104	62	29
708	104	61	28
708	104	61	28
709	103	61	28
709	103	61	28
710	103	61	28
711	103	61	28
711	103	61	28
712	103	61	28
712	102	61	28
713	102	61	28
719	111	62	29
719	110	61	28
720	111	61	28
721	111	61	28
722	111	61	28
722	112	61	28
723	112	61	28
724	112	61	28
725	112	61	28
726	113	61	28
727	113	61	28
723	114	61	28
723	114	60	28
724	114	60	27
724	114	60	27
725	115	60	27
726	115	60	27
726	115	60	27
727	116	60	27
727	116	60	27
728	116	60	27
728	117	60	27
717	118	62	29
717	118	61	28
717	118	61	28
717	118	62	29
717	119	62	29
717	119	62	29
716	120	62	29
716	120	62	29
716	120	62	29
716	121	62	29
716	121	62	29
709	124	61	28
708	124	61	28
708	124	60	27
707	125	60	27
707	125	60	27
706	126	60	27
706	126	60	27
705	127	60	27
705	127	60	27
704	128	60	27
704	128	60	27
695	127	62	29
694	127	61	28
693	127	61	28
692	128	62	29
691	128	62	29
690	128	62	29
689	129	62	29
688	129	62	29
687	129	62	29
686	130	62	29
685	130	62	29
685	128	65	30
683	128	65	30
683	128	65	30
682	128	65	30
681	128	65	30
680	129	65	30
679	129	65	30
678	129	66	30
677	129	66	30
676	129	66	30
675	130	66	30
677	130	67	31
676	130	67	31
675	130	67	31
674	130	67	31
673	130	67	31
672	130	67	31
671	131	68	31
671	131	68	31
670	131	68	31
669	131	68	31
668	131	68	31
659	137	70	33
658	137	70	33
656	137	70	33
655	138	70	33
654	138	70	33
652	138	71	33
651	139	71	33
650	139	71	33
649	140	71	34
647	140	72	34
646	141	72	34
655	136	72	33
653	136	72	33
652	136	72	33
652	136	72	33
651	136	72	33
650	137	73	33
649	137	73	33
649	137	73	33
648	137	73	33
647	137	73	33
646	137	74	33
684	133	74	35
683	133	74	35
684	133	74	35
685	132	74	35
687	132	74	35
688	132	74	35
689	132	75	35
691	132	75	35
692	132	75	35
693	132	75	36
695	131	75	36
728	138	73	34
729	137	73	34
732	138	73	34
735	138	73	34
738	138	73	34
741	138	73	34
744	138	73	34
747	139	73	34
750	139	73	34
753	139	73	34
757	139	73	34
752	155	72	33
755	155	72	32
757	156	71	32
760	157	71	32
762	158	71	32
765	159	71	32
768	160	71	32
770	161	71	32
773	162	71	32
776	163	71	32
778	164	71	32
781	168	74	35
783	169	73	34
786	170	74	35
788	171	74	35
791	172	74	35
794	173	74	35
796	174	74	35
799	176	74	35
801	177	74	35
804	178	74	35
807	179	74	35
790	181	74	35
792	182	74	35
794	183	74	35
795	184	74	35
797	185	74	35
798	186	74	35
800	188	74	35
801	189	74	35
803	190	74	35
804	191	74	35
806	192	74	35
759	178	72	33
760	179	72	33
759	179	71	32
758	179	71	32
756	180	71	32
755	180	71	32
754	180	71	32
753	180	71	32
752	181	71	32
751	181	71	32
749	181	71	32
737	168	74	35
735	168	73	34
733	167	73	34
732	167	74	35
730	166	74	35
728	166	74	35
726	165	74	35
724	165	74	35
722	164	74	35
721	164	74	35
719	163	74	35
706	203	73	34
704	202	73	34
701	204	73	34
699	205	73	34
696	207	73	34
694	209	72	33
691	211	72	33
689	212	72	33
686	214	72	33
684	216	72	33
681	217	72	33
703	228	74	35
700	229	73	34
699	231	74	35
698	234	74	35
697	236	74	35
695	238	74	35
694	240	74	35
693	242	74	35
692	244	74	35
691	247	74	35
690	249	74	35
727	242	74	35
725	244	74	35
726	245	74	35
727	247	74	35
728	249	74	35
729	250	74	35
730	252	74	35
731	254	74	35
732	255	74	35
733	257	74	35
734	259	74	35
765	251	73	34
765	252	73	34
768	253	72	33
771	254	72	33
773	255	72	33
776	257	72	33
778	258	72	33
781	259	72	33
784	260	72	33
786	261	72	33
789	262	72	33
739	240	72	33
741	241	71	32
741	240	71	32
740	240	71	32
740	240	71	32
740	240	71	32
739	240	71	32
739	239	71	32
739	239	71	32
738	239	71	32
738	239	71	32
725	238	69	32
724	237	68	31
723	237	68	31
722	237	68	31
721	236	68	31
720	236	68	31
719	236	67	31
718	236	67	31
717	235	67	31
716	235	67	31
715	235	67	31
730	239	66	31
728	238	65	30
728	238	65	30
728	238	65	30
728	238	65	30
728	238	64	30
728	238	64	30
727	238	64	30
727	238	64	30
727	238	63	30
727	238	63	30
742	251	63	29
741	250	62	28
742	251	62	28
743	252	62	28
743	252	61	28
744	253	61	28
745	254	61	28
745	254	61	28
746	255	60	27
746	256	60	27
747	256	60	27
744	265	61	28
744	265	60	27
745	266	60	27
745	267	60	27
745	268	60	27
746	269	59	27
746	271	59	27
747	272	59	27
747	273	59	27
747	274	59	26
748	275	58	26
739	270	60	28
739	271	59	27
739	271	59	27
739	272	59	27
739	273	59	27
738	273	59	27
738	274	59	27
738	275	58	27
738	276	58	27
738	276	58	27
738	277	58	27
729	267	59	27
728	267	58	26
728	267	58	26
727	267	58	26
726	268	58	26
726	268	58	26
725	268	58	26
725	268	58	26
724	268	58	26
723	268	58	26
723	268	57	26
716	231	61	28
715	231	60	27
714	229	60	27
713	227	61	27
712	225	61	28
711	223	61	28
710	221	61	28
709	219	61	28
708	217	61	28
707	215	61	28
706	213	61	28
712	218	61	28
710	215	61	28
710	214	61	28
709	212	61	28
709	211	61	28
708	209	61	28
707	207	61	28
707	206	61	28
706	204	61	28
705	203	61	28
705	201	61	28
716	209	60	28
715	207	60	28
715	206	59	28
715	205	59	28
715	204	59	28
715	202	59	28
715	201	59	28
715	200	59	28
715	199	59	28
715	198	59	28
715	197	59	28
730	221	62	29
729	219	61	29
730	220	62	29
731	220	62	29
732	220	62	29
733	220	62	29
734	221	62	29
734	221	62	29
735	221	62	29
736	221	62	29
737	222	62	29
739	239	61	28
739	239	61	28
740	240	61	28
741	241	61	27
742	242	61	27
743	243	61	27
744	245	61	27
744	246	61	27
745	247	60	27
746	248	60	27
747	249	60	27
728	229	63	29
728	230	62	28
728	230	63	29
728	230	63	29
728	230	63	29
727	230	63	29
727	229	63	29
727	229	63	29
726	229	63	29
726	229	63	29
726	229	63	29
703	237	66	31
702	236	66	31
701	237	66	31
699	237	66	31
698	238	66	31
696	238	66	31
694	238	67	31
693	239	67	31
691	239	67	31
690	239	67	32
688	240	68	32
680	238	67	31
678	238	67	31
676	238	67	31
674	238	67	31
672	239	67	31
670	239	67	31
668	239	67	31
666	239	68	31
664	239	68	31
662	240	68	31
660	240	68	31
675	227	65	30
673	227	65	30
671	226	65	30
670	226	65	29
669	225	64	29
668	225	64	29
667	224	64	29
666	224	64	29
665	223	64	29
664	222	64	29
663	222	64	29
679	210	66	31
677	209	65	30
677	208	65	30
677	207	65	31
677	205	66	31
677	204	66	31
677	203	66	31
677	202	66	31
676	201	66	31
676	199	66	31
676	198	66	31
688	207	65	30
687	205	65	30
688	205	64	29
688	204	64	29
689	203	64	29
689	203	64	29
690	202	64	29
690	201	64	29
691	201	64	29
691	200	64	29
692	199	64	29
692	209	67	31
692	208	66	30
692	208	67	30
693	208	67	31
693	207	67	31
694	207	67	31
694	207	67	31
695	207	67	31
695	207	67	31
696	207	67	31
696	207	67	31
695	209	66	31
695	208	66	31
695	208	66	31
696	208	66	31
696	208	66	31
696	208	66	31
697	208	66	31
697	208	66	31
697	208	66	31
698	208	65	31
698	208	65	31
685	212	67	31
685	211	66	31
684	212	67	31
684	212	67	31
684	212	67	31
683	212	67	31
683	212	67	31
682	212	67	31
682	213	67	31
681	213	67	31
681	213	67	31
676	204	66	31
675	204	66	31
674	203	66	31
674	203	65	31
673	203	65	31
672	202	65	31
672	202	65	31
671	201	65	31
670	201	65	31
669	201	65	31
669	200	65	31
670	176	69	32
669	175	68	32
668	173	69	32
668	172	69	32
667	170	69	32
666	168	69	32
666	167	69	32
665	165	69	32
664	163	70	32
664	161	70	32
663	160	70	32
675	159	70	33
674	157	70	33
674	155	70	33
674	153	70	33
674	152	70	33
674	150	70	33
674	148	70	33
674	147	70	33
674	145	71	33
674	143	71	33
674	142	71	33
675	165	70	33
675	163	70	33
675	162	70	33
675	162	70	33
675	162	70	33
675	161	70	33
675	161	70	33
675	161	70	33
675	161	70	33
675	160	70	33
675	160	70	33
673	183	72	33
673	182	72	33
672	183	72	33
672	184	72	33
672	185	72	33
672	186	72	33
672	187	72	33
672	188	72	33
672	189	72	33
672	190	73	33
672	191	73	33
672	203	73	34
671	203	73	34
671	205	73	34
671	207	73	34
671	208	73	34
671	210	73	34
671	211	73	34
671	213	73	34
671	214	73	34
671	216	73	34
671	217	74	34
679	226	70	33
678	227	70	33
679	229	69	33
679	231	69	32
679	233	69	32
680	235	69	32
680	237	69	32
680	239	69	32
681	240	69	32
681	242	69	32
682	244	68	32
692	246	69	32
692	247	68	31
693	249	68	31
694	251	68	31
694	253	68	31
695	255	68	31
696	257	68	31
697	259	68	31
698	261	68	31
699	262	67	31
700	264	67	31
702	244	66	31
702	245	65	30
703	246	65	30
704	247	65	30
705	247	65	30
706	248	65	30
707	248	64	30
708	249	64	30
709	250	64	30
710	250	64	30
711	251	63	30
709	237	66	31
709	237	65	30
710	237	65	30
711	237	65	30
712	236	65	30
712	236	65	30
713	236	65	30
714	236	65	30
715	236	65	30
715	235	65	30
716	235	64	30
704	218	67	31
704	217	66	30
704	216	66	30
704	215	66	30
704	214	66	30
704	213	67	30
704	211	67	30
704	210	67	30
704	209	67	30
704	208	67	30
704	207	67	30
697	217	70	33
697	215	70	32
696	215	70	33
696	214	70	33
695	214	70	33
695	213	70	33
694	212	70	33
694	212	71	33
694	211	71	33
693	211	71	33
693	210	71	33
698	185	72	33
697	184	72	33
697	182	72	33
697	180	72	33
697	178	72	33
697	176	72	33
696	174	73	33
696	172	73	33
696	170	73	33
696	168	73	33
696	166	73	33
697	171	69	32
696	169	69	32
696	167	69	32
696	165	69	31
696	164	68	31
696	162	68	31
696	160	68	31
696	159	68	31
696	157	68	31
696	156	68	31
696	154	68	31
694	170	66	31
693	168	65	30
693	167	65	30
693	167	65	30
693	166	65	30
693	165	65	30
692	165	64	30
692	164	64	30
692	163	64	30
692	163	64	30
692	162	63	30
684	168	67	31
683	167	66	30
683	167	66	30
682	166	66	30
681	166	66	30
681	166	66	30
680	165	66	30
679	165	66	30
679	165	66	30
678	164	66	30
678	164	66	30
684	172	66	31
683	171	65	30
683	171	65	30
682	171	65	30
682	172	65	30
682	172	65	30
681	172	65	30
681	172	65	30
681	172	65	30
681	172	65	30
680	172	65	30
684	176	66	31
683	176	65	30
683	176	65	30
683	176	65	30
683	176	65	30
683	177	65	30
683	177	65	30
683	177	65	30
683	178	65	30
683	178	65	30
682	178	65	30
685	183	63	29
684	183	62	28
684	183	62	28
684	184	62	28
685	184	62	28
685	185	62	28
685	185	62	28
685	186	61	28
685	186	61	28
685	187	61	28
685	187	61	27
681	180	66	31
681	180	65	30
680	180	65	30
680	180	66	31
680	180	66	31
680	180	66	31
680	180	66	31
679	180	66	31
679	180	66	31
679	180	66	31
679	180	66	31
677	177	66	31
676	177	66	31
676	176	66	31
676	176	66	31
675	176	66	31
675	176	66	31
675	176	66	31
674	175	66	31
674	175	66	31
674	175	66	31
673	175	66	31
670	183	65	30
669	182	65	30
669	183	65	29
668	183	64	29
668	183	64	29
667	183	64	29
667	184	64	29
666	184	64	29
666	184	64	29
665	184	64	29
665	185	64	29
660	185	66	31
659	185	65	30
658	185	65	30
657	185	66	31
657	185	66	31
656	186	66	31
655	186	66	31
654	186	66	31
654	186	66	31
653	187	66	31
652	187	66	31
653	184	67	31
652	184	67	31
651	184	67	31
650	184	67	31
650	184	67	31
649	184	67	31
648	184	67	31
648	184	67	31
647	184	67	31
646	184	67	31
645	184	67	31
654	178	70	33
653	178	70	33
653	177	70	33
652	177	70	33
652	177	70	33
652	176	70	33
652	176	71	33
652	176	71	33
651	175	71	33
651	175	71	33
651	175	71	34
650	165	70	33
649	164	70	33
649	163	70	33
649	162	70	33
648	162	70	33
648	161	70	33
648	160	70	33
648	159	70	33
647	158	70	33
647	157	70	33
647	156	70	33
649	166	67	31
648	165	67	31
648	164	66	30
648	164	66	30
648	164	66	30
648	163	66	30
647	163	66	30
647	163	66	30
647	162	66	30
647	162	65	30
647	162	65	30
649	160	69	32
648	159	68	31
648	159	68	31
648	158	68	31
648	158	68	31
648	157	69	31
648	157	69	31
648	157	69	31
648	156	69	31
648	156	69	31
648	155	69	31
651	160	66	31
650	159	66	31
651	159	65	30
651	159	65	30
651	159	65	30
651	158	65	30
651	158	65	30
651	158	65	30
651	158	65	30
651	158	64	30
651	158	64	30
647	207	69	32
647	206	68	31
646	209	68	31
646	211	69	32
646	214	69	32
646	217	69	32
646	219	69	32
646	222	69	32
645	224	69	32
645	227	69	32
645	229	69	32
645	195	72	33
644	197	72	33
644	198	72	33
644	198	72	33
644	199	72	33
644	199	72	33
643	199	73	33
643	200	73	33
643	200	73	33
643	201	73	33
643	201	74	33
641	203	74	35
640	203	74	35
640	203	74	35
640	204	74	35
639	205	74	35
639	205	75	35
639	206	75	35
639	206	75	35
638	207	75	36
638	207	75	36
638	208	76	36
634	201	72	33
633	201	72	33
633	201	72	33
632	201	72	33
632	201	72	32
631	201	72	32
631	201	72	32
630	202	72	32
630	202	71	32
629	202	71	32
629	202	71	32
640	177	72	33
639	177	71	32
639	175	71	32
639	174	71	32
639	173	71	32
639	171	71	32
640	170	71	32
640	169	71	32
640	167	71	32
640	166	71	32
640	165	71	32
639	178	72	33
639	176	71	32
639	176	71	32
639	175	71	32
639	175	71	32
639	174	71	32
639	173	71	32
639	173	71	32
639	172	71	32
639	172	71	32
639	171	71	32
629	166	74	35
629	165	73	34
628	164	74	35
627	163	74	35
627	162	74	35
626	162	74	35
626	161	74	35
625	160	74	35
625	159	74	35
624	158	74	35
624	157	74	35
631	201	73	34
630	200	73	34
630	201	73	34
630	203	73	34
630	204	73	34
629	206	73	34
629	208	73	34
629	209	73	34
629	211	73	34
629	212	73	34
629	214	73	34
645	203	70	33
644	204	69	32
645	205	69	32
646	206	69	32
647	207	69	32
647	208	69	32
648	208	69	32
649	209	68	32
650	210	68	32
650	211	68	32
651	212	68	32
643	242	67	31
643	242	66	30
643	245	66	30
644	247	66	30
644	250	66	30
644	252	65	30
644	255	65	30
645	257	65	30
645	260	65	29
645	262	64	29
645	265	64	29
653	183	70	33
653	185	69	32
653	183	69	32
654	181	69	32
655	178	69	33
655	176	70	33
656	174	70	33
656	172	70	33
657	169	70	33
658	167	70	33
658	165	70	33
651	186	67	31
651	183	67	31
651	182	66	30
651	181	66	30
652	180	66	30
652	179	66	30
652	178	66	30
652	177	66	30
652	177	66	30
652	176	66	30
652	175	65	30
647	168	70	33
647	167	69	32
646	165	69	32
646	164	70	33
646	163	70	33
646	161	70	33
646	160	70	33
646	159	70	33
645	157	70	33
645	156	70	33
645	155	70	33
647	197	70	33
646	195	70	33
646	196	70	33
646	197	70	33
646	198	70	33
646	200	70	33
646	201	70	33
646	202	70	33
646	203	70	33
646	204	70	33
645	205	70	33
644	202	67	31
643	203	67	31
643	203	66	30
643	204	66	30
643	205	66	30
643	206	66	30
642	207	66	30
642	208	66	30
642	208	66	30
642	209	65	30
642	210	65	30
642	198	65	30
641	198	64	29
641	198	64	29
641	199	64	29
641	199	64	29
641	199	64	29
640	199	63	29
640	199	63	29
640	199	63	29
640	199	63	29
640	199	63	28
643	190	62	29
642	190	61	28
642	189	61	28
642	189	61	28
642	188	61	28
642	188	60	28
642	187	60	28
642	187	60	28
642	186	60	28
642	186	59	28
642	186	59	28
648	176	62	29
647	175	61	28
648	174	61	28
648	173	61	28
648	172	61	28
649	171	61	28
649	170	61	28
649	169	61	28
649	168	61	28
650	167	60	28
650	166	60	28
656	193	60	28
656	192	59	27
656	192	59	27
